Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0xMEF2WiqKWTIG7Krjungw,b55a464cba2c4513bfa9defeb6e391ba,2023-01-15T19:09:12Z,1,Absolute classic. Almost submitted it myself.,7da3345e252046089378d1bcd2c65511
spotify:track:3bg0C4y3BvpaB0TPj5sQlf,b55a464cba2c4513bfa9defeb6e391ba,2023-01-15T19:09:12Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:6HZ67VImxqr8aMBEEhblzf,b55a464cba2c4513bfa9defeb6e391ba,2023-01-15T19:09:12Z,1,love the funky synth stuff in this song,7da3345e252046089378d1bcd2c65511
spotify:track:73ljrkSg4A0q3ByU0Cu7mw,b55a464cba2c4513bfa9defeb6e391ba,2023-01-15T19:09:12Z,1,almost submitted this myself. actual guilty pleasure of mine.,7da3345e252046089378d1bcd2c65511
spotify:track:3UjH6apk0ogZeIqhHbjrRU,72dc3963c08c4c86bb116294efd691d4,2023-01-15T20:06:05Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:5RJ2QAllbUtxvBYTUSpnmX,72dc3963c08c4c86bb116294efd691d4,2023-01-15T20:06:05Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:6HZ67VImxqr8aMBEEhblzf,72dc3963c08c4c86bb116294efd691d4,2023-01-15T20:06:05Z,2,,7da3345e252046089378d1bcd2c65511
spotify:track:0nHLT2MuyVBhNovwlPLL4G,b03d73d1614b44b6a6b988282e5fecde,2023-01-15T20:09:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:1Z5EHlCbQteurPRkOKCBhU,b03d73d1614b44b6a6b988282e5fecde,2023-01-15T20:09:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:3bg0C4y3BvpaB0TPj5sQlf,b03d73d1614b44b6a6b988282e5fecde,2023-01-15T20:09:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:3UjH6apk0ogZeIqhHbjrRU,b03d73d1614b44b6a6b988282e5fecde,2023-01-15T20:09:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0ph9DIJozeJOEvIev5qVQk,e2da4cbaa7ef4014bf4429ee89f716db,2023-01-15T21:40:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:1WA4AFbFm8q9wepCPmzahj,e2da4cbaa7ef4014bf4429ee89f716db,2023-01-15T21:40:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:3HskxASt9zmephRFo0brHR,e2da4cbaa7ef4014bf4429ee89f716db,2023-01-15T21:40:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:6G51SFDWPbwKo0FcrlHuoS,e2da4cbaa7ef4014bf4429ee89f716db,2023-01-15T21:40:17Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0RN9h0ojhQWtAD6O8X7Zzp,087bd3bafb6c46978005ff21842919bd,2023-01-16T04:02:41Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0xMEF2WiqKWTIG7Krjungw,087bd3bafb6c46978005ff21842919bd,2023-01-16T04:02:41Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:3HskxASt9zmephRFo0brHR,087bd3bafb6c46978005ff21842919bd,2023-01-16T04:02:41Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:5RJ2QAllbUtxvBYTUSpnmX,087bd3bafb6c46978005ff21842919bd,2023-01-16T04:02:41Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0RN9h0ojhQWtAD6O8X7Zzp,18ef8246e8134716a1c35c0f7635145a,2023-01-16T04:40:45Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:1Z5EHlCbQteurPRkOKCBhU,18ef8246e8134716a1c35c0f7635145a,2023-01-16T04:40:45Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:2xnRe4ajdGpRjWVB0loSHx,18ef8246e8134716a1c35c0f7635145a,2023-01-16T04:40:45Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:73ljrkSg4A0q3ByU0Cu7mw,18ef8246e8134716a1c35c0f7635145a,2023-01-16T04:40:45Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0xMEF2WiqKWTIG7Krjungw,ea65eeeafbf649bb88da72b305ecda61,2023-01-16T13:12:10Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:3bg0C4y3BvpaB0TPj5sQlf,ea65eeeafbf649bb88da72b305ecda61,2023-01-16T13:12:10Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:4yWHa0Z8np5DqoWf6ffgMs,ea65eeeafbf649bb88da72b305ecda61,2023-01-16T13:12:10Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:73ljrkSg4A0q3ByU0Cu7mw,ea65eeeafbf649bb88da72b305ecda61,2023-01-16T13:12:10Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0nHLT2MuyVBhNovwlPLL4G,9bb7a6f84baf47d9aaaa374a51b51e0e,2023-01-16T15:12:53Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:1Z5EHlCbQteurPRkOKCBhU,9bb7a6f84baf47d9aaaa374a51b51e0e,2023-01-16T15:12:53Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:6hgaghkGygppSwrxMkltdp,9bb7a6f84baf47d9aaaa374a51b51e0e,2023-01-16T15:12:53Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:6Mxc6Q4TjvGlK5IfBycTGF,9bb7a6f84baf47d9aaaa374a51b51e0e,2023-01-16T15:12:53Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0nHLT2MuyVBhNovwlPLL4G,df957f6ea37740abb2b7fad3269ccd95,2023-01-16T16:54:20Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:3HskxASt9zmephRFo0brHR,df957f6ea37740abb2b7fad3269ccd95,2023-01-16T16:54:20Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:4yWHa0Z8np5DqoWf6ffgMs,df957f6ea37740abb2b7fad3269ccd95,2023-01-16T16:54:20Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:6G51SFDWPbwKo0FcrlHuoS,df957f6ea37740abb2b7fad3269ccd95,2023-01-16T16:54:20Z,1,,7da3345e252046089378d1bcd2c65511
spotify:track:0xMEF2WiqKWTIG7Krjungw,a279f32e317f4fefa873b60c91048487,2023-01-16T17:03:50Z,1,I should listen to more CAKE!,7da3345e252046089378d1bcd2c65511
